"authoryear","coef","se","n","country","year","did_design","uesd_design","iv_design","rd_design","random_design","exptype","exptype2","ExposureLagMean","UnitAnalysis","ConflictStudy","SensitivityAnalysis","ControlSelectionBias","ControlMigrationBias","ControlSurvivalBias","UCDPConflictCleavage","yi","vi"
"aaskoven2022",-0.0397815244787825,0.0252793443776684,1262,"denmark","1972","N","N","N","N","N","N","o",29.5,"Municipality, Individual","World War II",1,1,"0","0","",-0.0397815244787825,0.000790513374422769
"aloyoetal2023",-0.0158748823088963,0.044411843054576,505,"kenya","2015","N","N","N","N","N","N","s",7.5,"Individual","Post-election violence",1,1,"1","1","",-0.0158748823088963,0.00198312706296299
"annanetal2011",0.121702654258857,0.0347405407965873,1034,"uganda","2007","N","N","N","N","Y","N","s",11,"Individual","Lord’s Resistance Army (LRA) insurgency",1,1,"1","0","2",0.121702654258857,0.00093958984462049
"balcells2012",-0.00587988505750014,0.0194565449494033,2794,"spain","2008","N","N","N","N","N","N","s",70.5,"Individual","Spanish Civil War",1,1,"0","0","N/A",-0.00587988505750014,0.000358013195524066
"barcelopeisakhin2023",0.0458556320679401,0.0322054850128538,900,"spain","2022","N","N","N","Y","N","N","o",83.5,"Individual and Community","Spanish Civil War",1,1,"0","0","",0.0458556320679401,0.00110767401949563
"barcelopeisakhin2023",-0.00728718964624376,0.0272383915666322,820,"spain","2022","N","N","N","N","N","N","s",83.5,"Individual and Community","Spanish Civil War",1,1,"0","0","",-0.00728718964624376,0.00122087154646406
"barceloratnasingham2023",0.0440571287906955,0.0381620081402186,620,"srilanka","2022","N","N","N","N","N","N","s",26,"Individual","Sri Lankan Civil war",1,1,"1","0","1",0.0440571287906955,0.0016092434675367
"bellowsmiguel2006",0.0454883709010859,0.0103698306033068,5278,"sierraleone","2005","N","N","N","N","N","N","s",8.5,"Chiefdom","Sierra Leone Civil war",1,1,"1","0","2",0.0454883709010859,0.000188718191734053
"bellowsmiguel2009",-0.00551999429360454,0.0188830067747281,5191,"sierraleone","2007","N","N","N","N","N","N","s",10.5,"Individual and Chiefdom","Sierra Leone Civil war",1,1,"1","0","2",-0.00551999429360454,0.000192666485598158
"blairmorse2021",0.181088171886521,0.0383050501060166,1062,"liberia","2015","N","N","N","N","N","N","s",19,"Individual,  Community","Liberian Civil wars",1,1,"1","0","2",0.181088171886521,0.000881705489162162
"blattman2009",0.118686172970416,0.0429811328310897,604,"uganda","2005","N","N","N","N","Y","N","s",9.5,"Individual","Lord’s Resistance Army (LRA) insurgency",1,1,"1","1","2",0.118686172970416,0.00161198277209267
"cassaretal2013",-0.109108009305889,0.0529874956201048,398,"tajikistan","2010","N","N","N","N","N","N","s",15.5,"Individual","Tajikistan Civil War",1,1,"1","0","2",-0.109108009305889,0.00245927607834891
"childnikolova2020",0.0275772639537031,0.0192488691000892,8858,"europe","2010","N","N","N","N","N","N","o",68,"Individual","World War II",1,1,"1","0","",0.0275772639537031,0.000112733382341002
"childnikolova2020",-0.0106872875183555,0.0180068271833884,10393,"europe","2010","N","N","N","N","N","N","s",68,"Individual","World War II",1,1,"1","0","",-0.0106872875183555,9.62058869146245e-05
"condraetal2018",-0.0669986914943871,0.0406051441781764,410,"afghanistan","2014","N","N","N","N","N","N","o",5.5,"District","Afghanistan War",1,1,"1","1","2",-0.0669986914943871,0.00242308679761106
"cordoba2020",-0.193973156362672,0.0560892056432953,11336,"guatemala","2001","N","N","N","N","N","N","o",22,"Individual","Guatemalan Civil War",1,1,"1","0","2",-0.193973156362672,8.17083823464749e-05
"coupeobrizan2016a",-0.0886348691827458,0.0326630899388716,861,"ukraine","2014","N","N","N","N","N","N","s",0.5,"Individual","Russo-Ukrainian War",1,1,"1","0","1",-0.0886348691827458,0.00114459237077461
"coupeobrizan2016b",-0.0792127033644154,0.0275434635564536,1770,"ukraine","2015","Y","N","N","N","N","N","o",0.5,"Individual (settlement-level clustering)","Russo-Ukrainian War",1,1,"0","0","1",-0.0792127033644154,0.000558219370556145
"davalosetal2018",-0.0966550040000057,0.0436062134250708,666,"colombia","2016","N","N","N","N","N","N","o",10.5,"Municipality","Colombian conflict",1,1,"1","0","2",-0.0966550040000057,0.00147579382994548
"dejuanetal2024",-0.0233259286936384,0.0270089634588755,4039,"germany","1925","N","N","N","N","N","N","o",9,"County","World War 1",1,1,"1","1","",-0.0233259286936384,0.00024737793416167
"dejuanetal2024",0.00421054698657338,0.0244239270203403,3808,"germany","1933","N","N","N","N","N","N","o",17,"County","World War 1",1,1,"1","1","",0.00421054698657338,0.000262664707880865
"dejuanpierskalla2016",-0.017781743785225,0.0139890362197846,8353,"nepal","2003","N","N","Y","N","N","N","o",4,"Individual","Nepali Civil War",1,1,"1","0","2",-0.017781743785225,0.000119656096641797
"dellavignaetal2014",0.0471592505531524,0.0380897197329912,948,"croatia","2010","N","N","N","N","N","N","o",17,"Village","Yugoslavian Wars",1,1,"1","1","1",0.0471592505531524,0.0010512745050981
"delucaverpoorten2015a",-0.00922263096484725,0.0051954915918226,4181,"uganda","2005","Y","N","Y","N","N","N","o",9.5,"Individual","Lord’s Resistance Army (LRA) insurgency",1,1,"1","1","2",-0.00922263096484725,0.000239193754399725
"delucaverpoorten2015a",-0.019827605775542,0.0364185892497166,4159,"uganda","2008","Y","N","Y","N","N","N","o",11.5,"Individual","Lord’s Resistance Army (LRA) insurgency",1,1,"1","1","2",-0.019827605775542,0.00024031118005116
"delucaverpoorten2015a",0.016049225767824,0.026536103966816,4156,"uganda","2012","Y","N","Y","N","N","N","o",15.5,"Individual","Lord’s Resistance Army (LRA) insurgency",1,1,"1","1","2",0.016049225767824,0.000240549918423767
"delucaverpoorten2015b",-0.0333978638522428,0.0167802065551774,4318,"uganda","2005","Y","N","Y","N","N","N","o",2.5,"Individual","Lord’s Resistance Army (LRA) insurgency",1,1,"1","1","2",-0.0333978638522428,0.000231125876658788
"delucaverpoorten2015b",0.0316089636004529,0.0230668636538596,4309,"uganda","2008","Y","N","Y","N","N","N","o",4,"Individual","Lord’s Resistance Army (LRA) insurgency",1,1,"1","1","2",0.0316089636004529,0.000231662661349613
"delucaverpoorten2015b",-0.0359421952484323,0.0227447515463408,4187,"uganda","2012","Y","N","Y","N","N","N","o",6,"Individual","Lord’s Resistance Army (LRA) insurgency",1,1,"1","1","2",-0.0359421952484323,0.000238274721943538
"dimanmiodownik2023",-0.0172528299043843,0.0282913918943009,1404,"palestine","2001","N","N","Y","N","N","N","o",52.5,"Village","Israel-Palestine conflict",1,1,"0","0","1",-0.0172528299043843,0.000712334118547498
"esparzaetal2020",0.0723184325231248,0.0252154873604136,1542,"colombia","2016","N","N","N","N","N","N","o",2,"individual","Colombian Conflict",1,1,"1","1","2",0.0723184325231248,0.000642159273894379
"esparzaetal2020",0.13233550199305,0.0232739426796368,1537,"colombia","2016","N","N","N","N","N","N","s",2,"individual","Colombian Conflict",1,1,"1","1","2",0.13233550199305,0.000628438361955389
"freitagetal2019",0.0481902811070671,0.0329591892428627,939,"kosovo","2010","N","N","N","N","N","N","s",11.5,"Individual","Yugoslavian Wars",1,1,"1","0","1",0.0481902811070671,0.00106115222463301
"getmanskyweiss2023a",-0.222754586020452,0.0697275048939432,424,"israel","1973","Y","Y","N","N","N","N","o",0.0415,"Inividual and Locality","Israel-Palestine conflict",1,1,"0","0","1",-0.222754586020452,0.00213527870939228
"getmanskyweiss2023a",0.302994015487371,0.0743043434183539,421,"israel","1977","Y","Y","N","N","N","N","o",4,"Inividual and Locality","Israel-Palestine conflict",1,1,"0","0","1",0.302994015487371,0.00196385114225399
"getmanskyweiss2023b",-0.0297864867328291,0.0168076588870524,5568,"israel","1986","N","N","N","Y","N","N","o",13,"Individual","Israel-Palestine conflict",1,1,"1","0","1",-0.0297864867328291,0.000179311355775428
"getmanskyweiss2023b",0.0138079229893728,0.0131091120808146,2844,"israel","1996","N","N","N","Y","N","N","o",23,"Individual","Israel-Palestine conflict",1,1,"1","0","1",0.0138079229893728,0.000351607006287792
"getmanskyweiss2023b",0.0319606947627824,0.0184832521156811,3355,"israel","2006","N","N","N","Y","N","N","o",33,"Individual","Israel-Palestine conflict",1,1,"1","0","1",0.0319606947627824,0.000297542656951171
"getmanskyweiss2023b",0.076012133671681,0.0152282102374385,2829,"israel","2015","N","N","N","Y","N","N","o",42,"Individual","Israel-Palestine conflict",1,1,"1","0","1",0.076012133671681,0.000349532423817547
"gilliganetal2014",0.0787883616134221,0.0205497133890956,1149,"nepal","2009","N","N","N","N","N","N","o",7,"Individual","Nepali Civil War",1,1,"1","1","2",0.0787883616134221,0.000860299061428462
"glaurdicvukovic2015",-0.246473630801091,0.0443532546871541,546,"croatia","2012","N","N","N","N","N","N","o",19,"Municipality","Yugoslavian Wars",1,1,"0","0","1",-0.246473630801091,0.00161870086256453
"gonzaleztraunmuller2023",0.0183019074094628,0.0200681667592705,1081,"srilanka","2016","N","N","N","N","N","N","s",20,"Individual","Sri Lankan Civil War",1,1,"1","1","1",0.0183019074094628,0.000925305733859656
"grosjean2014",0.0138908506928121,0.00717325785110051,31026,"europe","2010","N","N","N","N","N","N","s",68,"Individual","World War II",1,1,"1","1","",0.0138908506928121,3.22196333848824e-05
"grossmanetal2015",-0.0777199541388479,0.0619583225013164,2334,"israel","2013","N","N","Y","N","N","N","o",10.5,"Individual","Israel-Palestine conflict",1,1,"0","0","1",-0.0777199541388479,0.000423470083062161
"hadzictavits2019",-0.0101312534838699,0.0289918219573817,1094,"bosnia","2016","N","N","N","N","Y","N","o",22.5,"Individual","Yugoslavian Wars",1,1,"0","0","1",-0.0101312534838699,0.000914725275334979
"hadzictavits2019",0.00103721932680842,0.0372003240162064,735,"bosnia","2016","N","N","N","N","Y","Y","s",22.5,"Individual","Yugoslavian Wars",1,1,"0","0","1",0.00103721932680842,0.00136239488876471
"hayesmcallister2001",0.0416321334312879,0.049062964323814,412,"northernireland","1998","N","N","N","N","N","N","s",12.5,"Individual","The Troubles",1,1,"0","0","1",0.0416321334312879,0.00242466310227219
"henrichetal2019b",-0.0479384130872295,0.0541250746082491,406,"tajikistan","2011","N","N","N","N","N","N","s",16.5,"Individual","Tajikistan Civil War",1,1,"1","0","2",-0.0479384130872295,0.00245780024277942
"kalmoe2020",-0.112454648450544,0.0689490640823014,681,"unitedstates","1865","N","N","N","N","N","N","o",2,"County and State","American Civil War",0,1,"1","1","",-0.112454648450544,0.00143362915678337
"kijewski2019",-0.00164101237058465,0.013514491004052,25056,"global","2010","N","N","N","N","N","N","s",68,"Individual","World War II",1,1,"1","1","",-0.00164101237058465,3.99119782144902e-05
"krause2017",0.0409441700416365,0.0293047199678071,1074,"colombia","2016","N","N","N","N","N","N","o",1.5,"Municipality","Colombia conflict",1,1,"0","0","2",0.0409441700416365,0.000928844324585449
"kreimanmasullo2020",0.00821202196182342,0.0359617796903252,954,"colombia","2016","N","N","Y","N","N","N","o",17,"Municipality","Colombia conflict",1,1,"1","1","2",0.00821202196182342,0.00104917642176116
"kupatadzezeitzoff2021",0.201454245219617,0.0491074441707523,849,"georgia","2015","N","N","N","N","N","N","o",7,"Individual","Russo-Georgian War",1,1,"1","0","1",0.201454245219617,0.00108547101419442
"kupatadzezeitzoff2021",-0.0315340118913569,0.0495626136990061,849,"georgia","2015","N","N","N","N","N","N","s",7,"Individual","Russo-Georgian War",1,1,"1","0","1",-0.0315340118913569,0.00117690118043315
"kupatadzezeitzoff2021",0.012921752846879,0.0296222715378807,849,"georgia","2015","N","N","N","N","N","Y","s",7,"Individual","Russo-Georgian War",1,1,"1","0","1",0.012921752846879,0.00117885151472438
"lupupeisakhin2017",-0.0980247418144566,0.0441217761069048,974,"ukraine","2014","N","N","N","N","Y","N","s",70,"Individual","Exile of Crimean Tartars",1,1,"1","1","1",-0.0980247418144566,0.00100809314489506
"malasquezsalgado2021",-0.00884898086446392,0.00285018697422131,19356,"peru","2007","N","N","N","N","N","N","o",17,"Individual","Peruvian Conflict",1,1,"1","0","2",-0.00884898086446392,5.1658145037815e-05
"malasquezsalgado2021",-0.00310316472987809,0.00224376573837803,18532,"peru","2008","N","N","N","N","N","N","o",18,"Individual","Peruvian Conflict",1,1,"1","0","2",-0.00310316472987809,5.39625892196885e-05
"malasquezsalgado2021",0.00220972063300633,0.00253771345661469,18561,"peru","2009","N","N","N","N","N","N","o",19,"Individual","Peruvian Conflict",1,1,"1","0","2",0.00220972063300633,5.38787841752851e-05
"malasquezsalgado2021",-0.0013526980411298,0.00237942286590832,17752,"peru","2010","N","N","N","N","N","N","o",20,"Individual","Peruvian Conflict",1,1,"1","0","2",-0.0013526980411298,5.63346482124594e-05
"malasquezsalgado2021",-0.0052583151289736,0.00229443218007011,20585,"peru","2011","N","N","N","N","N","N","o",21,"Individual","Peruvian Conflict",1,1,"1","0","2",-0.0052583151289736,4.8578735960383e-05
"mcallister2004",0.041984519014966,0.046930743317789,418,"northernireland","1998","N","N","N","N","N","N","o",15,"Individual","The Troubles",1,1,"1","1","1",0.041984519014966,0.0023896347900165
"mcallister2004",0.00672691159660414,0.0479196194213356,418,"northernireland","1998","N","N","N","N","N","N","s",15,"Individual","The Troubles",1,1,"1","1","1",0.00672691159660414,0.00239786450687872
"meernik2020",0.0387526438321528,0.0261144595070942,1459,"colombia","2016","N","N","N","N","N","N","o",26,"Individual","Colombia conflict",1,1,"0","0","2",0.0387526438321528,0.000683812565498884
"meernik2020",0.120669853538816,0.0249385507768843,1454,"colombia","2016","N","N","N","N","N","N","s",26,"Individual","Colombia conflict",1,1,"0","0","2",0.120669853538816,0.000668334206355113
"merilainenmitrunen2023",-0.0639511439972723,0.0406467610389516,1612,"finland","1919","Y","N","N","N","N","N","o",1,"Municipality","Finnish Civil War",1,1,"1","1","",-0.0639511439972723,0.000615665566982172
"merilainenmitrunen2023",0.0628362701593755,0.0496451070571023,1611,"finland","1922","Y","N","N","N","N","N","o",4,"Municipality","Finnish Civil War",1,1,"1","1","",0.0628362701593755,0.000616222854746945
"merilainenmitrunen2023",0.0482307741824364,0.0398362168907959,1609,"finland","1924","Y","N","N","N","N","N","o",6,"Municipality","Finnish Civil War",1,1,"1","1","",0.0482307741824364,0.000619000619455984
"merilainenmitrunen2023",0.026257410370878,0.0351341401296978,1608,"finland","1927","Y","N","N","N","N","N","o",9,"Municipality","Finnish Civil War",1,1,"1","1","",0.026257410370878,0.000621419771091934
"merilainenmitrunen2023",0.0351470913820716,0.0354372855522121,1608,"finland","1929","Y","N","N","N","N","N","o",11,"Municipality","Finnish Civil War",1,1,"1","1","",0.0351470913820716,0.000620741064060611
"merilainenmitrunen2023",0.0481210253908454,0.0340492641520613,1609,"finland","1930","Y","N","N","N","N","N","o",12,"Municipality","Finnish Civil War",1,1,"1","1","",0.0481210253908454,0.000619013741285603
"merilainenmitrunen2023",0.0259455981491285,0.0452355619381732,1608,"finland","1933","Y","N","N","N","N","N","o",15,"Municipality","Finnish Civil War",1,1,"1","1","",0.0259455981491285,0.000621440015579768
